Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,Cibil_Score,split
LN100662,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,Urban,N,771.0,train
LN100663,Male,No,0,Graduate,No,2991,2628.0,130.0,360.0,Semiurban,Y,784.0,train
LN100664,Male,Yes,0,Graduate,No,8473,0.0,163.0,360.0,Semiurban,N,608.0,train
LN100665,Male,Yes,1,Graduate,No,3459,2745.0,157.0,360.0,Semiurban,N,652.0,train
LN100666,Male,Yes,0,Graduate,No,2600,3500.0,115.0,360.0,Urban,Y,817.0,train
LN100667,Male,Yes,2,Graduate,Yes,2988,3524.0,92.0,360.0,Urban,Y,710.0,train
LN100668,Male,Yes,0,Not Graduate,No,4254,2023.0,167.0,360.0,Rural,Y,799.0,train
LN100669,Male,Yes,1,Graduate,Yes,1044,2598.0,116.0,360.0,Urban,N,890.0,train
LN100670,Male,Yes,1,Graduate,No,10433,0.0,167.0,360.0,Urban,Y,650.0,train
LN100671,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,Urban,Y,743.0,train
LN100672,Male,Yes,2,Not Graduate,No,5245,1699.0,205.0,480.0,Semiurban,N,745.0,train
LN100673,Male,Yes,3+,Not Graduate,No,3197,0.0,67.0,360.0,Semiurban,Y,861.0,train
LN100674,Male,Yes,3+,Not Graduate,No,2806,0.0,127.0,360.0,Rural,Y,900.0,train
LN100675,Female,Yes,0,Graduate,No,4583,0.0,84.0,360.0,Rural,N,814.0,train
LN100676,Female,Yes,0,Graduate,No,4991,0.0,99.0,360.0,Rural,N,837.0,train
LN100677,Male,Yes,1,Graduate,No,2791,1996.0,167.0,360.0,Rural,N,539.0,train
LN100678,Male,No,0,Graduate,No,2014,1929.0,74.0,360.0,Urban,Y,744.0,train
LN100679,Female,Yes,0,Graduate,No,4517,0.0,89.0,360.0,Rural,N,793.0,train
LN100680,Male,Yes,0,Not Graduate,No,3989,0.0,133.0,360.0,Rural,Y,631.0,train
LN100681,Male,No,0,Graduate,No,12558,0.0,423.0,360.0,Semiurban,Y,794.0,train
LN100682,Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,Semiurban,N,853.0,train
LN100683,Male,Yes,3+,Graduate,No,2966,2144.0,125.0,360.0,Rural,N,719.0,train
LN100684,Female,No,0,Graduate,No,2981,0.0,83.0,360.0,Urban,Y,729.0,train
LN100685,Female,No,0,Graduate,No,11493,0.0,245.0,360.0,Semiurban,N,662.0,train
LN100686,Male,No,0,Graduate,No,5417,0.0,168.0,360.0,Urban,Y,700.0,train
LN100687,Male,Yes,1,Graduate,No,6261,1751.0,115.0,360.0,Urban,N,338.0,train
LN100688,Male,No,0,Graduate,No,3879,1865.0,134.0,360.0,Rural,Y,672.0,train
LN100689,Male,No,0,Graduate,Yes,4876,0.0,125.0,360.0,Semiurban,Y,743.0,train
LN100690,Male,No,1,Not Graduate,No,2461,1439.0,87.0,360.0,Semiurban,Y,801.0,train
LN100691,Male,Yes,3+,Graduate,No,2999,1403.0,114.0,360.0,Semiurban,N,495.0,train
LN100692,Male,Yes,3+,Graduate,No,6591,0.0,115.0,180.0,Urban,Y,694.0,train
LN100693,Male,Yes,3+,Graduate,No,4000,7750.0,290.0,360.0,Semiurban,N,848.0,train
LN100694,Male,Yes,0,Not Graduate,No,2269,2069.0,116.0,360.0,Semiurban,N,538.0,train
LN100695,Female,Yes,2,Graduate,No,1262,1809.0,186.0,360.0,Urban,N,760.0,train
LN100696,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,Rural,Y,887.0,train
LN100697,Male,Yes,2,Not Graduate,No,3129,2311.0,141.0,360.0,Urban,Y,850.0,train
LN100698,Female,No,0,Graduate,No,3319,1819.0,123.0,360.0,Rural,Y,585.0,train
LN100699,Female,No,1,Graduate,No,3743,0.0,88.0,360.0,Semiurban,Y,730.0,train
LN100700,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,Urban,Y,856.0,train
LN100701,Male,Yes,0,Graduate,No,4875,766.0,114.0,360.0,Semiurban,Y,813.0,train
LN100702,Female,No,0,Graduate,No,3684,0.0,42.0,360.0,Semiurban,Y,794.0,train
LN100703,Male,Yes,0,Graduate,No,6161,4767.0,288.0,360.0,Semiurban,Y,797.0,train
LN100704,Male,Yes,1,Not Graduate,No,3393,1081.0,135.0,360.0,Urban,Y,625.0,train
LN100705,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,Semiurban,Y,803.0,train
LN100706,Male,No,2,Graduate,No,3984,0.0,111.0,360.0,Rural,N,534.0,train
LN100707,Male,No,2,Graduate,No,3239,0.0,80.0,360.0,Rural,N,722.0,train
LN100708,Male,Yes,0,Graduate,No,6776,1750.0,192.0,360.0,Rural,Y,577.0,train
LN100709,Female,Yes,0,Graduate,No,2384,2174.0,136.0,360.0,Semiurban,Y,689.0,train
LN100710,Male,No,0,Not Graduate,No,3839,0.0,126.0,360.0,Rural,Y,683.0,train
LN100711,Male,Yes,0,Graduate,No,2612,1536.0,81.0,360.0,Urban,Y,900.0,train
LN100712,Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,Urban,N,691.0,train
LN100713,Male,Yes,2,Graduate,Yes,9901,7189.0,345.0,300.0,Rural,Y,761.0,train
LN100714,Male,Yes,3+,Graduate,No,5185,0.0,99.0,360.0,Urban,N,775.0,train
LN100715,Male,Yes,0,Not Graduate,No,6031,0.0,202.0,360.0,Rural,N,500.0,train
LN100716,Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,Semiurban,Y,761.0,train
LN100717,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,Urban,Y,702.0,train
LN100718,Female,Yes,0,Graduate,No,2980,2883.0,118.0,360.0,Semiurban,Y,731.0,train
LN100719,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,Semiurban,Y,805.0,train
LN100720,Male,Yes,1,Not Graduate,No,5714,1583.0,156.0,360.0,Semiurban,Y,563.0,train
LN100721,Male,Yes,0,Graduate,No,3430,1531.0,133.0,360.0,Rural,N,725.0,train
LN100722,Male,Yes,0,Graduate,No,2467,2175.0,91.0,180.0,Rural,Y,707.0,train
LN100723,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,Urban,Y,741.0,train
LN100724,Male,Yes,1,Graduate,No,4945,0.0,128.0,360.0,Rural,N,642.0,train
LN100725,Male,Yes,3+,Graduate,No,5940,3642.0,175.0,360.0,Semiurban,Y,736.0,train
LN100726,Male,No,0,Graduate,No,3199,0.0,79.0,480.0,Urban,N,614.0,train
LN100727,Male,No,0,Graduate,No,4028,3945.0,152.0,360.0,Rural,Y,900.0,train
LN100728,Female,No,0,Graduate,No,2450,1801.0,94.0,360.0,Urban,Y,709.0,train
LN100729,Male,Yes,2,Graduate,Yes,6337,0.0,162.0,84.0,Rural,Y,805.0,train
LN100730,Male,Yes,0,Graduate,No,6529,0.0,158.0,360.0,Rural,Y,849.0,train
LN100731,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,Urban,Y,821.0,train
LN100732,Male,Yes,2,Not Graduate,No,3601,1590.0,128.0,360.0,Rural,Y,779.0,train
LN100733,Male,Yes,0,Graduate,No,5094,2146.0,148.0,360.0,Urban,Y,688.0,train
LN100734,Male,Yes,1,Graduate,No,4906,1287.0,137.0,360.0,Rural,N,728.0,train
LN100735,Male,Yes,2,Graduate,No,4186,0.0,131.0,360.0,Urban,N,689.0,train
LN100736,Female,No,0,Graduate,No,4259,0.0,50.0,360.0,Semiurban,Y,689.0,train
LN100737,Male,Yes,1,Graduate,No,3433,0.0,85.0,360.0,Semiurban,Y,850.0,train
LN100738,Male,Yes,1,Graduate,No,2784,2043.0,134.0,480.0,Semiurban,Y,774.0,train
LN100739,Male,Yes,3+,Graduate,No,3878,1684.0,170.0,360.0,Urban,Y,454.0,train
LN100740,Male,Yes,0,Graduate,No,2563,2158.0,122.0,360.0,Urban,Y,701.0,train
LN100741,Female,No,1,Graduate,No,3024,0.0,151.0,36.0,Semiurban,N,786.0,train
LN100742,Male,Yes,0,Not Graduate,No,5839,0.0,245.0,360.0,Rural,N,554.0,train
LN100743,Male,Yes,3+,Not Graduate,Yes,7959,0.0,111.0,60.0,Urban,Y,791.0,train
LN100744,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,Urban,Y,785.0,train
LN100745,Female,No,0,Graduate,Yes,7591,0.0,192.0,360.0,Rural,N,897.0,train
LN100746,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,Semiurban,Y,811.0,train
LN100747,Male,Yes,0,Graduate,No,2034,2913.0,114.0,360.0,Semiurban,Y,767.0,train
LN100748,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,Rural,N,726.0,train
LN100749,Male,Yes,2,Graduate,No,4216,0.0,117.0,360.0,Semiurban,Y,900.0,train
LN100750,Male,Yes,0,Graduate,No,58984,0.0,538.0,180.0,Urban,Y,704.0,train
LN100751,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,Semiurban,Y,764.0,train
LN100752,Male,Yes,0,Graduate,No,3040,1660.0,146.0,360.0,Rural,Y,593.0,train
LN100753,Male,Yes,2,Graduate,No,5798,4460.0,119.0,360.0,Rural,Y,690.0,train
LN100754,Male,Yes,0,Graduate,No,5421,0.0,130.0,360.0,Urban,Y,760.0,train
LN100755,Male,Yes,0,Graduate,No,2384,4454.0,117.0,360.0,Rural,Y,835.0,train
LN100756,Male,Yes,2,Graduate,No,4193,0.0,136.0,360.0,Urban,N,698.0,train
LN100757,Male,Yes,0,Graduate,No,5699,4043.0,159.0,360.0,Semiurban,Y,631.0,train
LN100758,Male,Yes,2,Graduate,No,9451,0.0,107.0,360.0,Urban,Y,900.0,train
LN100759,Male,Yes,0,Not Graduate,No,1839,3744.0,217.0,360.0,Semiurban,N,461.0,train
LN100760,Male,Yes,1,Not Graduate,No,3358,1749.0,100.0,180.0,Urban,Y,721.0,train
LN100761,Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,Semiurban,Y,895.0,train
LN100762,Male,Yes,0,Graduate,No,3602,2659.0,193.0,360.0,Urban,N,803.0,train
LN100763,Female,No,0,Graduate,Yes,3441,0.0,123.0,360.0,Urban,Y,812.0,train
LN100764,Male,No,0,Graduate,Yes,7267,0.0,186.0,180.0,Semiurban,Y,702.0,train
LN100765,Male,No,0,Graduate,No,4525,2835.0,134.0,360.0,Rural,Y,897.0,train
LN100766,Male,Yes,1,Not Graduate,No,2542,1577.0,125.0,180.0,Rural,N,700.0,train
LN100767,Male,Yes,2,Graduate,No,3409,471.0,154.0,360.0,Semiurban,Y,849.0,train
LN100768,Female,No,0,Graduate,No,2039,0.0,50.0,360.0,Rural,N,739.0,train
LN100769,Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,Rural,Y,846.0,train
LN100770,Male,Yes,3+,Not Graduate,No,2567,1752.0,62.0,180.0,Urban,N,531.0,train
LN100771,Female,No,1,Graduate,Yes,7609,0.0,141.0,360.0,Semiurban,Y,840.0,train
LN100772,Male,Yes,1,Graduate,No,12841,10968.0,349.0,360.0,Semiurban,N,705.0,train
LN100773,Male,No,0,Graduate,No,3596,3698.0,158.0,360.0,Rural,Y,900.0,train
LN100774,Female,Yes,0,Graduate,No,2911,2000.0,153.0,360.0,Semiurban,Y,732.0,train
LN100775,Male,Yes,2,Graduate,No,3679,1492.0,176.0,360.0,Rural,Y,807.0,train
LN100776,Male,Yes,0,Graduate,No,2828,2495.0,133.0,360.0,Rural,Y,731.0,train
LN100777,Male,Yes,1,Graduate,No,3699,1749.0,208.0,360.0,Urban,Y,771.0,train
LN100778,Male,Yes,0,Graduate,No,4754,0.0,161.0,480.0,Semiurban,Y,640.0,train
LN100779,Male,Yes,0,Graduate,No,3093,1796.0,156.0,360.0,Rural,Y,619.0,train
LN100780,Male,Yes,1,Graduate,No,3982,3224.0,168.0,84.0,Rural,N,744.0,train
LN100781,Male,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,Rural,N,664.0,train
LN100782,Male,Yes,2,Graduate,No,6840,0.0,204.0,360.0,Semiurban,Y,709.0,train
LN100783,Female,No,0,Graduate,No,3771,0.0,47.0,360.0,Semiurban,Y,701.0,train
LN100784,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,Rural,N,741.0,train
LN100785,Male,Yes,0,Graduate,No,69953,0.0,495.0,180.0,Urban,Y,800.0,train
LN100786,Male,No,0,Graduate,No,4860,3988.0,172.0,360.0,Semiurban,Y,718.0,train
LN100787,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,Urban,Y,816.0,train
LN100788,Male,Yes,0,Graduate,No,3379,3120.0,196.0,360.0,Urban,Y,832.0,train
LN100789,Male,Yes,0,Graduate,No,1153,5794.0,191.0,360.0,Rural,Y,652.0,train
LN100790,Male,Yes,0,Graduate,No,2476,2437.0,151.0,360.0,Urban,Y,732.0,train
LN100791,Male,Yes,3+,Graduate,No,26772,0.0,421.0,360.0,Rural,Y,888.0,train
LN100792,Female,Yes,2,Graduate,No,1363,1903.0,181.0,360.0,Urban,N,798.0,train
LN100793,Male,Yes,0,Graduate,Yes,3203,0.0,23.0,120.0,Semiurban,Y,676.0,train
LN100794,Male,Yes,1,Graduate,No,4101,2696.0,167.0,360.0,Semiurban,N,688.0,train
LN100795,Male,Yes,0,Not Graduate,No,3408,4144.0,140.0,360.0,Rural,N,465.0,train
LN100796,Female,No,0,Graduate,No,3898,1501.0,146.0,360.0,Rural,Y,749.0,train
LN100797,Male,Yes,0,Graduate,No,1958,1410.0,110.0,360.0,Semiurban,Y,608.0,train
LN100798,Male,Yes,2,Graduate,Yes,6137,0.0,178.0,240.0,Semiurban,N,833.0,train
LN100799,Female,Yes,0,Not Graduate,No,2945,601.0,109.0,360.0,Semiurban,Y,783.0,train
LN100800,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,Urban,N,657.0,train
LN100801,Male,Yes,1,Not Graduate,No,3783,1093.0,116.0,360.0,Urban,Y,634.0,train
LN100802,Male,No,0,Graduate,No,3359,2342.0,122.0,360.0,Rural,Y,821.0,train
LN100803,Male,Yes,2,Not Graduate,Yes,6687,936.0,171.0,360.0,Rural,N,662.0,train
LN100804,Female,No,0,Graduate,No,4695,0.0,41.0,360.0,Semiurban,Y,713.0,train
LN100805,Male,No,0,Graduate,Yes,17919,0.0,212.0,360.0,Urban,N,456.0,train
LN100806,Female,No,1,Graduate,No,11722,0.0,34.0,360.0,Urban,Y,823.0,train
LN100807,Female,No,0,Graduate,No,3166,2985.0,132.0,360.0,Rural,Y,741.0,train
LN100808,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,Semiurban,N,776.0,train
LN100809,Male,Yes,1,Not Graduate,No,2909,1438.0,102.0,180.0,Rural,N,639.0,train
LN100810,Male,No,0,Graduate,No,9143,0.0,245.0,360.0,Urban,N,862.0,train
LN100811,Male,Yes,1,Graduate,Yes,2484,0.0,99.0,360.0,Semiurban,Y,799.0,train
LN100812,Male,Yes,3+,Not Graduate,No,2922,1449.0,79.0,180.0,Urban,N,629.0,train
LN100813,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,Rural,Y,677.0,train
LN100814,Male,Yes,0,Graduate,No,5112,2492.0,97.0,12.0,Urban,Y,724.0,train
LN100815,Male,Yes,0,Not Graduate,No,2534,2304.0,124.0,360.0,Rural,Y,709.0,train
LN100816,Male,Yes,2,Not Graduate,Yes,2052,2090.0,110.0,360.0,Semiurban,Y,782.0,train
LN100817,Female,No,0,Graduate,No,3409,2016.0,141.0,360.0,Semiurban,Y,860.0,train
LN100818,Male,No,0,Graduate,No,3548,7375.0,197.0,360.0,Urban,Y,900.0,train
LN100819,Male,Yes,0,Graduate,No,5526,5192.0,172.0,360.0,Semiurban,Y,693.0,train
LN100820,Female,No,1,Graduate,No,3752,0.0,117.0,360.0,Rural,Y,641.0,train
LN100821,Male,No,0,Not Graduate,No,5757,0.0,118.0,360.0,Rural,N,498.0,train
LN100822,Male,Yes,0,Graduate,No,2176,5696.0,64.0,180.0,Semiurban,N,711.0,train
LN100823,Male,No,2,Graduate,No,5985,4972.0,142.0,360.0,Rural,Y,814.0,train
LN100824,Male,Yes,0,Not Graduate,No,5318,0.0,154.0,360.0,Urban,N,844.0,train
LN100825,Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,Urban,N,583.0,train
LN100826,Male,Yes,2,Graduate,No,9200,2741.0,182.0,360.0,Rural,Y,767.0,train
LN100827,Male,Yes,3+,Graduate,No,86218,0.0,358.0,360.0,Rural,N,336.0,train
LN100828,Male,Yes,0,Graduate,No,3156,1432.0,125.0,360.0,Semiurban,Y,787.0,train
LN100829,Male,Yes,2,Graduate,No,5396,1930.0,208.0,360.0,Rural,N,826.0,train
LN100830,Male,No,3+,Graduate,Yes,8571,0.0,318.0,360.0,Semiurban,Y,776.0,train
LN100831,Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,Semiurban,N,582.0,train
LN100832,Female,Yes,0,Not Graduate,No,1756,1502.0,96.0,360.0,Semiurban,Y,776.0,train
LN100833,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,Urban,N,501.0,train
LN100834,Male,Yes,2,Graduate,No,3150,1785.0,165.0,360.0,Rural,N,584.0,train
LN100835,Male,No,0,Graduate,No,4750,0.0,94.0,360.0,Semiurban,Y,709.0,train
LN100836,Male,Yes,0,Graduate,No,5644,0.0,152.0,360.0,Urban,Y,698.0,train
LN100837,Male,No,0,Not Graduate,No,3586,1755.0,114.0,360.0,Rural,Y,653.0,train
LN100838,Male,Yes,2,Graduate,No,4400,0.0,127.0,360.0,Semiurban,N,560.0,train
LN100839,Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,Rural,Y,712.0,train
LN100840,Male,Yes,0,Graduate,No,4609,2263.0,100.0,360.0,Urban,N,817.0,train
LN100841,Male,No,0,Graduate,No,3865,1640.0,128.0,360.0,Rural,Y,761.0,train
LN100842,Male,No,0,Graduate,No,4399,4371.0,133.0,360.0,Semiurban,Y,856.0,train
LN100843,Male,Yes,2,Graduate,No,4621,0.0,111.0,360.0,Urban,N,717.0,train
LN100844,Male,No,0,Graduate,No,1916,5063.0,67.0,360.0,Rural,N,741.0,train
LN100845,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,Urban,Y,811.0,train
LN100846,Male,Yes,0,Graduate,No,3441,1863.0,136.0,360.0,Semiurban,Y,743.0,train
LN100847,Male,No,0,Not Graduate,No,5541,0.0,115.0,360.0,Rural,N,478.0,train
LN100848,Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,Semiurban,Y,801.0,train
LN100849,Male,Yes,3+,Graduate,No,7723,0.0,136.0,180.0,Urban,Y,745.0,train
LN100850,Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,Urban,Y,741.0,train
LN100851,Female,No,0,Graduate,No,1824,7893.0,130.0,360.0,Semiurban,Y,416.0,train
LN100852,Male,Yes,2,Graduate,No,4798,0.0,133.0,360.0,Semiurban,Y,833.0,train
LN100853,Male,Yes,0,Graduate,No,22136,5221.0,518.0,360.0,Rural,N,669.0,train
LN100854,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,Semiurban,Y,774.0,train
LN100855,Female,No,0,Graduate,No,2709,1543.0,91.0,360.0,Urban,Y,767.0,train
LN100856,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,Rural,Y,741.0,train
LN100857,Male,Yes,0,Graduate,No,15264,0.0,138.0,360.0,Urban,Y,739.0,train
LN100858,Male,No,0,Not Graduate,No,3961,0.0,108.0,360.0,Rural,Y,798.0,train
LN100859,Male,Yes,3+,Graduate,No,3663,0.0,104.0,360.0,Urban,Y,807.0,train
LN100860,Male,Yes,2,Not Graduate,No,5199,0.0,111.0,360.0,Rural,Y,686.0,train
LN100861,Male,Yes,1,Graduate,No,12324,0.0,323.0,360.0,Urban,Y,687.0,train
LN100862,Male,Yes,2,Not Graduate,No,5605,1455.0,205.0,480.0,Semiurban,N,732.0,train
LN100863,Male,No,0,Graduate,Yes,19539,0.0,728.0,480.0,Urban,Y,632.0,train
LN100864,Female,No,3+,Graduate,No,477,39058.0,356.0,180.0,Urban,N,631.0,train
LN100865,Female,No,1,Graduate,Yes,6357,0.0,138.0,360.0,Semiurban,Y,847.0,train
LN100866,Male,Yes,1,Not Graduate,No,3694,1590.0,97.0,180.0,Urban,Y,844.0,train
LN100867,Male,Yes,2,Not Graduate,No,7381,0.0,176.0,360.0,Rural,Y,791.0,train
LN100868,Male,Yes,0,Not Graduate,No,2042,2156.0,114.0,360.0,Urban,Y,796.0,train
LN100869,Male,No,0,Graduate,No,4730,0.0,139.0,360.0,Semiurban,Y,733.0,train
LN100870,Male,No,0,Graduate,No,5117,0.0,147.0,360.0,Urban,Y,602.0,train
LN100871,Female,No,0,Graduate,No,2373,1448.0,109.0,360.0,Urban,Y,578.0,train
LN100872,Male,Yes,0,Not Graduate,No,4109,0.0,100.0,180.0,Semiurban,Y,750.0,train
LN100873,Male,Yes,0,Graduate,No,5816,0.0,272.0,360.0,Urban,N,701.0,train
LN100874,Male,Yes,1,Graduate,No,5821,1178.0,23.0,360.0,Semiurban,Y,852.0,train
LN100875,Male,Yes,2,Graduate,No,2977,2009.0,122.0,360.0,Semiurban,N,609.0,train
LN100876,Female,No,0,Graduate,No,8654,1494.0,218.0,360.0,Rural,N,753.0,train
LN100877,Female,No,0,Graduate,No,5292,0.0,164.0,360.0,Urban,Y,756.0,train
LN100878,Male,Yes,3+,Graduate,No,4814,0.0,86.0,360.0,Urban,Y,867.0,train
LN100879,Male,Yes,2,Graduate,Yes,14909,0.0,408.0,360.0,Rural,Y,872.0,train
LN100880,Male,No,0,Graduate,No,3020,0.0,67.0,360.0,Semiurban,Y,660.0,train
LN100881,Female,No,0,Graduate,No,7331,0.0,118.0,360.0,Rural,Y,616.0,train
LN100882,Male,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,Urban,Y,675.0,train
LN100883,Female,Yes,0,Graduate,Yes,5725,0.0,99.0,360.0,Rural,N,678.0,train
LN100884,Male,Yes,3+,Not Graduate,No,4589,0.0,99.0,360.0,Semiurban,N,547.0,train
LN100885,Male,No,0,Graduate,No,5389,0.0,83.0,360.0,Semiurban,Y,638.0,train
LN100886,Male,Yes,3+,Graduate,No,4493,0.0,39.0,180.0,Rural,Y,730.0,train
LN100887,Male,Yes,0,Graduate,No,8301,1870.0,186.0,360.0,Rural,Y,718.0,train
LN100888,Male,No,1,Graduate,Yes,4242,0.0,102.0,360.0,Rural,N,887.0,train
LN100889,Female,No,0,Graduate,No,3799,2149.0,144.0,360.0,Semiurban,Y,749.0,train
LN100890,Male,Yes,3+,Graduate,No,2986,3564.0,134.0,360.0,Rural,Y,830.0,train
LN100891,Male,Yes,1,Graduate,Yes,2602,0.0,119.0,360.0,Semiurban,Y,667.0,train
LN100892,Male,Yes,0,Graduate,No,10396,0.0,230.0,360.0,Semiurban,Y,900.0,train
LN100893,Female,Yes,2,Graduate,No,1257,1926.0,160.0,360.0,Urban,N,877.0,train
LN100894,Male,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,Semiurban,Y,748.0,train
LN100895,Male,No,0,Graduate,Yes,19131,0.0,591.0,480.0,Urban,Y,797.0,train
LN100896,Male,Yes,2,Graduate,Yes,5171,0.0,159.0,84.0,Rural,Y,664.0,train
LN100897,Male,Yes,1,Graduate,Yes,10928,1841.0,208.0,180.0,Urban,Y,873.0,train
LN100898,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,Semiurban,Y,706.0,train
LN100899,Male,No,0,Graduate,No,5309,3502.0,299.0,360.0,Rural,N,761.0,train
LN100900,Male,Yes,3+,Graduate,No,42658,0.0,675.0,180.0,Semiurban,Y,582.0,train
LN100901,Male,Yes,1,Not Graduate,No,2504,1350.0,113.0,180.0,Rural,N,599.0,train
LN100902,Male,No,0,Graduate,No,4605,0.0,129.0,360.0,Rural,N,656.0,train
LN100903,Male,Yes,3+,Not Graduate,No,3300,1431.0,78.0,180.0,Urban,N,595.0,train
LN100904,Male,Yes,0,Graduate,No,5853,4132.0,258.0,360.0,Semiurban,N,698.0,train
LN100905,Male,Yes,1,Graduate,No,11461,0.0,317.0,360.0,Urban,Y,777.0,train
LN100906,Male,Yes,2,Graduate,No,6316,1910.0,248.0,300.0,Semiurban,Y,674.0,train
LN100907,Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,Semiurban,Y,836.0,train
LN100908,Male,No,0,Graduate,No,5675,0.0,130.0,360.0,Urban,Y,712.0,train
LN100909,Male,No,0,Not Graduate,No,3769,0.0,108.0,360.0,Rural,Y,732.0,train
LN100910,Male,No,0,Graduate,No,4741,3675.0,172.0,360.0,Semiurban,Y,693.0,train
LN100911,Male,Yes,0,Graduate,Yes,2600,3433.0,174.0,360.0,Rural,Y,900.0,train
LN100912,Male,Yes,2,Graduate,No,4339,0.0,120.0,360.0,Semiurban,N,479.0,train
LN100913,Male,No,1,Graduate,No,40616,0.0,145.0,360.0,Semiurban,Y,684.0,train
LN100914,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,Semiurban,Y,848.0,train
LN100915,Male,Yes,0,Not Graduate,No,2111,1174.0,96.0,360.0,Semiurban,Y,643.0,train
LN100916,Male,Yes,1,Graduate,No,5262,1034.0,25.0,360.0,Semiurban,Y,758.0,train
LN100917,Male,Yes,3+,Graduate,No,2960,2339.0,105.0,360.0,Rural,Y,783.0,train
LN100918,Male,Yes,0,Graduate,No,3196,2562.0,139.0,360.0,Rural,Y,768.0,train
LN100919,Female,No,0,Graduate,No,3874,1721.0,142.0,360.0,Rural,Y,791.0,train
LN100920,Male,Yes,0,Graduate,No,3547,1781.0,148.0,360.0,Rural,N,679.0,train
LN100921,Male,Yes,0,Not Graduate,Yes,5017,0.0,106.0,360.0,Urban,Y,777.0,train
LN100922,Female,No,0,Graduate,No,7753,0.0,278.0,360.0,Semiurban,Y,776.0,train
LN100923,Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,Semiurban,Y,812.0,train
LN100924,Male,Yes,1,Not Graduate,No,3024,971.0,121.0,360.0,Urban,Y,781.0,train
LN100925,Male,Yes,0,Not Graduate,No,2162,3285.0,124.0,180.0,Urban,N,634.0,train
LN100926,Male,Yes,3+,Graduate,No,3400,2500.0,123.0,360.0,Rural,N,698.0,train
LN100927,Male,Yes,0,Not Graduate,No,2457,2188.0,108.0,360.0,Rural,Y,768.0,train
LN100928,Male,Yes,0,Graduate,No,2130,955.0,57.0,360.0,Semiurban,Y,884.0,train
LN100929,Male,Yes,0,Graduate,No,3552,0.0,37.0,180.0,Rural,Y,762.0,train
LN100930,Female,Yes,0,Graduate,No,3440,0.0,41.0,360.0,Semiurban,Y,572.0,train
LN100931,Male,Yes,0,Graduate,No,3927,800.0,112.0,360.0,Semiurban,Y,671.0,train
LN100932,Male,Yes,2,Graduate,No,7528,0.0,232.0,360.0,Urban,N,548.0,train
LN100933,Male,No,0,Graduate,No,2659,3202.0,149.0,360.0,Semiurban,Y,707.0,train
LN100934,Male,No,0,Graduate,No,2862,0.0,79.0,360.0,Urban,Y,605.0,train
LN100935,Male,No,0,Graduate,No,2250,0.0,68.0,360.0,Urban,N,760.0,train
LN100936,Female,Yes,0,Graduate,No,2929,2333.0,139.0,360.0,Semiurban,Y,808.0,train
LN100937,Male,Yes,3+,Graduate,No,4682,0.0,38.0,180.0,Rural,Y,785.0,train
LN100938,Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,Rural,N,536.0,train
